ID_Nasabah,Umur,Jenis_Kelamin,Saldo,Produk,Cabang,Tanggal_Pembukaan
1804,45,Laki-laki,1976149,Tabungan,Surabaya,2021-05-01
1805,52,Laki-laki,2966566,Deposito,Jakarta Pusat,2022-02-03
1806,24,Perempuan,21857398,Deposito,Yogyakarta,2021-10-20
1807,62,Laki-laki,3393598,Deposito,Bandung,2021-10-19
1808,58,Perempuan,27731680,Tabungan,Jakarta Pusat,2022-06-13
1809,54,Perempuan,15751853,Deposito,Surabaya,2022-02-16
1810,27,Laki-laki,15843242,Tabungan,Bandung,2021-12-22
1811,40,Perempuan,15998504,Tabungan,Jakarta Pusat,2022-10-20
1812,43,Laki-laki,23731565,Deposito,Surabaya,2020-10-23
1813,35,Laki-laki,9842458,Deposito,Yogyakarta,2020-11-11
1814,63,Perempuan,21683315,Deposito,Bandung,2022-11-05
1815,50,Laki-laki,6372947,Tabungan,Surabaya,2021-08-06
1816,54,Perempuan,20957576,Tabungan,Yogyakarta,2021-05-10
1817,32,Laki-laki,6496408,Deposito,Bali,2021-12-05
1818,44,Laki-laki,28819912,Tabungan,Bali,2022-08-23
1819,44,Laki-laki,12218409,Deposito,Bandung,2021-04-16
1820,56,Perempuan,14864814,Deposito,Jakarta Pusat,2022-09-23
1821,49,Perempuan,17332832,Deposito,Yogyakarta,2022-06-18
1822,55,Perempuan,3185543,Tabungan,Bali,2022-09-21
1823,23,Perempuan,26492104,Deposito,Bandung,2022-02-18
1824,28,Perempuan,15718220,Deposito,Bandung,2022-08-10
1825,56,Laki-laki,10468816,Tabungan,Bali,2022-09-28
1826,43,Laki-laki,24077672,Deposito,Yogyakarta,2022-12-11
1827,37,Laki-laki,17167625,Deposito,Yogyakarta,2021-07-03
1828,62,Laki-laki,13225997,Deposito,Surabaya,2022-09-26
1829,27,Perempuan,1135475,Deposito,Bali,2022-09-12
1830,44,Perempuan,8829653,Tabungan,Bandung,2021-09-20
1831,21,Perempuan,8460065,Tabungan,Surabaya,2021-07-27
1832,23,Perempuan,26467397,Tabungan,Surabaya,2021-10-14
1833,33,Laki-laki,27120974,Deposito,Bandung,2020-09-28
1834,61,Perempuan,28691820,Deposito,Jakarta Pusat,2022-07-30
1835,21,Perempuan,4845859,Deposito,Bali,2020-02-19
1836,57,Perempuan,13099478,Deposito,Surabaya,2022-06-20
1837,31,Perempuan,24780668,Tabungan,Bali,2022-08-19
1838,30,Perempuan,1913751,Tabungan,Bandung,2021-01-27
1839,42,Laki-laki,1704435,Deposito,Jakarta Pusat,2022-09-29
1840,43,Laki-laki,10174141,Deposito,Yogyakarta,2021-10-28
1841,32,Perempuan,14877671,Tabungan,Surabaya,2021-04-21
1842,53,Laki-laki,1979063,Tabungan,Surabaya,2022-01-31
1843,39,Laki-laki,5370971,Deposito,Jakarta Pusat,2021-12-28
1844,54,Laki-laki,3385428,Tabungan,Jakarta Pusat,2022-03-14
1845,59,Perempuan,22545871,Tabungan,Surabaya,2020-09-03
1846,41,Perempuan,18668042,Tabungan,Surabaya,2020-12-24
1847,27,Perempuan,14729597,Deposito,Bandung,2022-06-20
1848,47,Perempuan,9452567,Deposito,Yogyakarta,2021-05-05
1849,28,Laki-laki,3622262,Tabungan,Jakarta Pusat,2022-10-31
1850,38,Laki-laki,6776839,Deposito,Bali,2021-08-08
1851,46,Perempuan,16732173,Deposito,Yogyakarta,2022-02-22
1852,20,Laki-laki,16974838,Deposito,Jakarta Pusat,2022-01-12
1853,51,Laki-laki,20536967,Tabungan,Jakarta Pusat,2022-03-03
1854,36,Laki-laki,12743257,Tabungan,Surabaya,2020-11-09
1855,45,Laki-laki,20903029,Deposito,Jakarta Pusat,2020-09-30
1856,66,Perempuan,8123847,Deposito,Yogyakarta,2021-09-29
1857,29,Laki-laki,16390116,Deposito,Bandung,2020-03-17
1858,26,Perempuan,18866488,Tabungan,Jakarta Pusat,2021-11-07
1859,61,Perempuan,10940272,Deposito,Surabaya,2020-12-23
1860,67,Laki-laki,12362205,Tabungan,Bandung,2020-07-27
1861,39,Perempuan,17054876,Tabungan,Jakarta Pusat,2022-10-05
1862,65,Laki-laki,29319531,Deposito,Surabaya,2022-10-17
1863,27,Laki-laki,23395213,Deposito,Yogyakarta,2020-10-04
1864,43,Perempuan,2863594,Deposito,Bandung,2022-10-01
1865,33,Laki-laki,29934754,Tabungan,Surabaya,2020-06-18
1866,40,Perempuan,9136434,Tabungan,Yogyakarta,2021-09-30
1867,38,Laki-laki,19695396,Deposito,Bali,2022-01-26
1868,37,Laki-laki,27490851,Tabungan,Bali,2021-01-28
1869,22,Laki-laki,22130390,Deposito,Bandung,2021-03-27
1870,52,Perempuan,11412723,Deposito,Jakarta Pusat,2022-02-13
1871,33,Perempuan,21618050,Deposito,Yogyakarta,2022-10-02
1872,37,Perempuan,5265263,Tabungan,Bali,2021-01-05
1873,26,Perempuan,27741863,Deposito,Bandung,2020-05-11
1874,28,Perempuan,16001625,Deposito,Bandung,2021-08-23
1875,35,Laki-laki,15923482,Tabungan,Bali,2020-12-08
1876,21,Laki-laki,27213910,Deposito,Yogyakarta,2021-10-30
1877,44,Laki-laki,20308129,Deposito,Yogyakarta,2020-09-27
1878,37,Laki-laki,15131549,Deposito,Surabaya,2021-12-19
1879,45,Perempuan,20511487,Deposito,Bali,2022-03-25
1880,63,Perempuan,1176708,Tabungan,Bandung,2020-07-06
1881,55,Perempuan,25352132,Tabungan,Surabaya,2020-02-12
1882,21,Perempuan,8888348,Tabungan,Surabaya,2021-12-05
1883,64,Laki-laki,2633223,Deposito,Bandung,2020-04-21
1884,24,Perempuan,24806217,Deposito,Jakarta Pusat,2022-06-30
1885,62,Perempuan,27265048,Deposito,Bali,2020-05-25
1886,50,Perempuan,23587099,Deposito,Surabaya,2020-03-28
1887,42,Perempuan,12646943,Tabungan,Bali,2021-11-11
1888,68,Perempuan,5590217,Tabungan,Bandung,2021-11-09
1889,64,Laki-laki,13777595,Deposito,Jakarta Pusat,2020-05-03
1890,29,Laki-laki,5088327,Deposito,Yogyakarta,2020-12-06
1891,58,Perempuan,3138878,Tabungan,Surabaya,2020-09-16
1892,25,Laki-laki,29659352,Tabungan,Surabaya,2022-05-09
1893,27,Laki-laki,22410385,Deposito,Jakarta Pusat,2020-04-28
1894,61,Laki-laki,21405691,Tabungan,Jakarta Pusat,2020-02-12
1895,40,Perempuan,1797549,Tabungan,Surabaya,2021-03-16
1896,45,Perempuan,15528581,Tabungan,Surabaya,2021-01-22
1897,61,Perempuan,29727079,Deposito,Bandung,2021-08-27
1898,66,Perempuan,16873717,Deposito,Yogyakarta,2021-02-01
1899,32,Laki-laki,16212996,Tabungan,Jakarta Pusat,2021-11-11
1900,54,Laki-laki,9557005,Deposito,Bali,2021-07-28
1901,47,Perempuan,20155620,Deposito,Yogyakarta,2020-01-07
1902,28,Laki-laki,6918905,Deposito,Jakarta Pusat,2020-02-25
1903,69,Laki-laki,4184561,Tabungan,Jakarta Pusat,2022-06-21
1904,55,Laki-laki,7486596,Tabungan,Surabaya,2022-07-05
1905,56,Laki-laki,1140285,Deposito,Jakarta Pusat,2020-02-29
1906,68,Perempuan,9629825,Deposito,Yogyakarta,2021-09-04
1907,56,Laki-laki,8782146,Deposito,Bandung,2022-10-21
1908,44,Perempuan,2431664,Tabungan,Jakarta Pusat,2020-06-07
1909,61,Perempuan,10387866,Deposito,Surabaya,2022-08-13
1910,48,Laki-laki,28722210,Tabungan,Bandung,2020-04-17
1911,47,Perempuan,25140950,Tabungan,Jakarta Pusat,2022-04-01
1912,65,Laki-laki,9829834,Deposito,Surabaya,2020-01-23
1913,43,Laki-laki,11607332,Deposito,Yogyakarta,2020-03-24
1914,53,Perempuan,28198453,Deposito,Bandung,2020-02-17
1915,44,Laki-laki,5315965,Tabungan,Surabaya,2020-12-03
1916,63,Perempuan,12863003,Tabungan,Yogyakarta,2021-08-07
1917,62,Laki-laki,2334768,Deposito,Bali,2022-10-20
1918,64,Laki-laki,14973591,Tabungan,Bali,2021-02-07
1919,47,Laki-laki,9407324,Deposito,Bandung,2020-03-01
1920,43,Perempuan,24550604,Deposito,Jakarta Pusat,2021-08-16
1921,64,Perempuan,18502563,Deposito,Yogyakarta,2020-03-15
1922,68,Perempuan,25398718,Tabungan,Bali,2020-03-12
1923,39,Perempuan,9649687,Deposito,Bandung,2020-07-14
1924,33,Perempuan,18667754,Deposito,Bandung,2022-06-20
1925,56,Laki-laki,5794242,Tabungan,Bali,2020-01-03
1926,65,Laki-laki,14051057,Deposito,Yogyakarta,2020-08-30
1927,56,Laki-laki,7610664,Deposito,Yogyakarta,2022-06-29
1928,30,Laki-laki,17417798,Deposito,Surabaya,2020-07-21
1929,28,Perempuan,25293490,Deposito,Bali,2021-04-22
1930,67,Perempuan,25249216,Tabungan,Bandung,2020-07-02
1931,51,Perempuan,13438543,Tabungan,Surabaya,2021-02-20
1932,60,Perempuan,7587378,Tabungan,Surabaya,2021-09-29
1933,20,Laki-laki,3075002,Deposito,Bandung,2022-06-25
1934,35,Perempuan,4574695,Deposito,Jakarta Pusat,2022-03-25
1935,46,Perempuan,22234199,Deposito,Bali,2020-12-02
1936,39,Perempuan,28489271,Deposito,Surabaya,2020-07-28
1937,24,Perempuan,10466788,Tabungan,Bali,2022-05-28
1938,55,Perempuan,19155848,Tabungan,Bandung,2020-12-12
1939,39,Laki-laki,15401112,Deposito,Jakarta Pusat,2021-02-10
1940,59,Laki-laki,22737505,Deposito,Yogyakarta,2020-04-15
1941,57,Perempuan,25732934,Tabungan,Surabaya,2020-03-20
1942,54,Laki-laki,7130159,Tabungan,Surabaya,2022-06-24
1943,46,Laki-laki,5860756,Deposito,Jakarta Pusat,2020-03-20
1944,40,Laki-laki,26738421,Tabungan,Jakarta Pusat,2021-06-05
1945,66,Perempuan,10872401,Tabungan,Surabaya,2020-08-31
1946,41,Perempuan,4953672,Tabungan,Surabaya,2021-09-27
1947,28,Perempuan,25943288,Deposito,Bandung,2020-11-27
1948,28,Perempuan,24857668,Deposito,Yogyakarta,2021-04-24
1949,51,Laki-laki,28471233,Tabungan,Jakarta Pusat,2020-01-02
1950,52,Laki-laki,19519581,Deposito,Bali,2020-02-20
1951,44,Perempuan,21644062,Deposito,Yogyakarta,2020-05-08
1952,58,Laki-laki,7265682,Deposito,Jakarta Pusat,2021-10-30
1953,32,Laki-laki,9508364,Tabungan,Jakarta Pusat,2022-04-29
1954,61,Laki-laki,27648869,Tabungan,Surabaya,2020-07-08
1955,51,Laki-laki,2590952,Deposito,Jakarta Pusat,2021-08-13
1956,64,Perempuan,17812476,Deposito,Yogyakarta,2022-03-10
1957,36,Laki-laki,20871669,Deposito,Bandung,2020-12-05
1958,68,Perempuan,11897048,Tabungan,Jakarta Pusat,2021-06-20
1959,40,Perempuan,21739227,Deposito,Surabaya,2020-08-10
1960,43,Laki-laki,16964795,Tabungan,Bandung,2021-06-24
1961,44,Perempuan,5240898,Tabungan,Jakarta Pusat,2021-06-27
1962,21,Laki-laki,23383102,Deposito,Surabaya,2021-05-23
1963,62,Laki-laki,5948295,Deposito,Yogyakarta,2022-07-08
1964,52,Perempuan,19168662,Deposito,Bandung,2020-09-12
1965,23,Laki-laki,26697139,Tabungan,Surabaya,2021-07-28
1966,40,Perempuan,13507311,Tabungan,Yogyakarta,2021-06-29
1967,38,Laki-laki,7624312,Deposito,Bali,2021-12-06
1968,31,Laki-laki,28830926,Tabungan,Bali,2021-01-18
1969,23,Laki-laki,12297779,Deposito,Bandung,2022-04-04
1970,50,Perempuan,1226350,Deposito,Jakarta Pusat,2021-11-26
1971,28,Perempuan,16664421,Deposito,Yogyakarta,2022-12-14
1972,57,Perempuan,27204295,Tabungan,Bali,2020-05-21
1973,26,Perempuan,20391305,Deposito,Bandung,2022-10-03
1974,44,Perempuan,9885092,Deposito,Bandung,2020-01-28
1975,42,Laki-laki,10013624,Tabungan,Bali,2021-10-25
1976,46,Laki-laki,9470551,Deposito,Yogyakarta,2020-09-18
1977,37,Laki-laki,21403403,Deposito,Yogyakarta,2020-10-08
1978,53,Laki-laki,11320003,Deposito,Surabaya,2021-06-13
1979,53,Perempuan,23556046,Deposito,Bali,2022-02-07
1980,25,Perempuan,10499325,Tabungan,Bandung,2020-06-18
1981,27,Perempuan,11013015,Tabungan,Surabaya,2022-02-01
1982,68,Perempuan,3792867,Tabungan,Surabaya,2020-12-11
1983,57,Laki-laki,4667244,Deposito,Bandung,2022-04-14
1984,21,Perempuan,6864479,Deposito,Jakarta Pusat,2021-05-25
1985,36,Perempuan,4725035,Deposito,Bali,2021-02-10
1986,31,Perempuan,11624081,Deposito,Surabaya,2020-11-29
1987,46,Perempuan,3767782,Tabungan,Bali,2021-07-07
1988,60,Perempuan,12443142,Tabungan,Bandung,2020-11-15
1989,66,Laki-laki,2626816,Deposito,Jakarta Pusat,2020-06-02
1990,50,Laki-laki,16541217,Deposito,Yogyakarta,2020-07-02
1991,45,Perempuan,7975501,Tabungan,Surabaya,2021-03-15
1992,34,Laki-laki,8944641,Tabungan,Surabaya,2020-02-10
1993,58,Laki-laki,24017623,Deposito,Jakarta Pusat,2021-06-28
1994,66,Laki-laki,11602066,Tabungan,Jakarta Pusat,2022-09-07
1995,56,Perempuan,25745201,Tabungan,Surabaya,2020-11-13
1996,23,Perempuan,22422739,Tabungan,Surabaya,2021-12-30
1997,59,Perempuan,28123099,Deposito,Bandung,2021-11-14
1998,21,Perempuan,1443189,Deposito,Yogyakarta,2021-10-07
1999,20,Laki-laki,12223935,Tabungan,Jakarta Pusat,2022-04-20
2000,40,Laki-laki,4781558,Deposito,Bali,2022-08-20
2001,28,Perempuan,24483738,Deposito,Yogyakarta,2022-11-22
2002,62,Laki-laki,5364943,Deposito,Jakarta Pusat,2021-12-16
2003,59,Laki-laki,4949992,Tabungan,Jakarta Pusat,2021-02-18
2004,31,Laki-laki,12802028,Tabungan,Surabaya,2020-09-09
2005,60,Laki-laki,29543858,Deposito,Jakarta Pusat,2020-12-23
2006,45,Perempuan,28989773,Deposito,Yogyakarta,2021-06-15
2007,66,Laki-laki,22634142,Deposito,Bandung,2020-05-27
2008,63,Perempuan,1008595,Tabungan,Jakarta Pusat,2022-08-04
2009,41,Perempuan,10767659,Deposito,Surabaya,2021-09-15
2010,47,Laki-laki,23313243,Tabungan,Bandung,2021-09-11
2011,46,Perempuan,2601065,Tabungan,Jakarta Pusat,2020-07-01
2012,35,Laki-laki,25964749,Deposito,Surabaya,2020-02-24
2013,25,Laki-laki,10788920,Deposito,Yogyakarta,2022-06-18
2014,40,Perempuan,21872919,Deposito,Bandung,2022-11-25
2015,54,Laki-laki,26181078,Tabungan,Surabaya,2022-09-01
2016,41,Perempuan,7969692,Tabungan,Yogyakarta,2020-01-28
2017,49,Laki-laki,26449129,Deposito,Bali,2022-03-09
2018,44,Laki-laki,15879914,Tabungan,Bali,2020-05-08
2019,66,Laki-laki,23081223,Deposito,Bandung,2021-01-03
2020,59,Perempuan,22089794,Deposito,Jakarta Pusat,2021-10-13
2021,31,Perempuan,3905803,Deposito,Yogyakarta,2022-07-02
2022,40,Perempuan,25260504,Tabungan,Bali,2021-11-15
2023,64,Perempuan,25895753,Deposito,Bandung,2020-06-06
2024,57,Perempuan,23632603,Deposito,Bandung,2022-03-26
2025,63,Laki-laki,18925922,Tabungan,Bali,2021-02-02
2026,58,Laki-laki,19556866,Deposito,Yogyakarta,2020-12-28
2027,27,Laki-laki,14424904,Deposito,Yogyakarta,2021-07-01
2028,22,Laki-laki,1446458,Deposito,Surabaya,2020-04-10
2029,44,Perempuan,18047118,Deposito,Bali,2022-10-06
2030,27,Perempuan,14746228,Tabungan,Bandung,2020-03-20
2031,35,Perempuan,7064295,Tabungan,Surabaya,2022-09-14
2032,30,Perempuan,6517396,Tabungan,Surabaya,2021-07-29
2033,53,Laki-laki,29545307,Deposito,Bandung,2022-05-19
2034,44,Perempuan,21029174,Deposito,Jakarta Pusat,2022-10-20
2035,58,Perempuan,3114621,Deposito,Bali,2021-08-08
2036,65,Perempuan,16001196,Deposito,Surabaya,2020-07-10
2037,65,Perempuan,13087021,Tabungan,Bali,2021-06-17
2038,26,Perempuan,11928531,Tabungan,Bandung,2021-06-22
2039,32,Laki-laki,5275825,Deposito,Jakarta Pusat,2022-07-27
2040,60,Laki-laki,5615823,Deposito,Yogyakarta,2022-02-27
2041,45,Perempuan,21373942,Tabungan,Surabaya,2022-06-06
2042,28,Laki-laki,16601088,Tabungan,Surabaya,2021-08-10
2043,33,Laki-laki,3638021,Deposito,Jakarta Pusat,2021-09-14
2044,62,Laki-laki,8340408,Tabungan,Jakarta Pusat,2021-04-07
2045,44,Perempuan,12737264,Tabungan,Surabaya,2021-09-06
2046,62,Perempuan,26141399,Tabungan,Surabaya,2022-02-01
2047,26,Perempuan,15881389,Deposito,Bandung,2021-12-05
2048,49,Perempuan,2707150,Deposito,Yogyakarta,2021-11-11
2049,66,Laki-laki,13784929,Tabungan,Jakarta Pusat,2021-09-30
2050,44,Laki-laki,27169532,Deposito,Bali,2022-12-09
2051,26,Perempuan,10806966,Deposito,Yogyakarta,2020-08-29
2052,49,Laki-laki,13796263,Deposito,Jakarta Pusat,2021-06-15
2053,65,Laki-laki,24962488,Tabungan,Jakarta Pusat,2020-08-10
2054,46,Laki-laki,28416658,Tabungan,Surabaya,2020-02-12
2055,41,Laki-laki,4366256,Deposito,Jakarta Pusat,2022-01-12
2056,68,Perempuan,16647711,Deposito,Yogyakarta,2022-01-04
2057,62,Laki-laki,10984436,Deposito,Bandung,2022-11-29
2058,64,Perempuan,7854439,Tabungan,Jakarta Pusat,2020-04-04
2059,22,Perempuan,1328103,Deposito,Surabaya,2020-01-12
2060,29,Laki-laki,19791822,Tabungan,Bandung,2021-03-17
2061,50,Perempuan,20046436,Tabungan,Jakarta Pusat,2021-01-21
2062,24,Laki-laki,6971890,Deposito,Surabaya,2020-09-09
2063,29,Laki-laki,15908094,Deposito,Yogyakarta,2022-05-09
2064,52,Perempuan,8493078,Deposito,Bandung,2022-04-26
2065,44,Laki-laki,9129966,Tabungan,Surabaya,2021-10-13
2066,51,Perempuan,21364662,Tabungan,Yogyakarta,2020-05-05
2067,20,Laki-laki,26899200,Deposito,Bali,2020-12-02
2068,55,Laki-laki,10001465,Tabungan,Bali,2022-01-12
2069,53,Laki-laki,4227499,Deposito,Bandung,2021-10-08
2070,22,Perempuan,16406024,Deposito,Jakarta Pusat,2022-04-12
2071,66,Perempuan,10935459,Deposito,Yogyakarta,2022-12-25
2072,30,Perempuan,13589233,Tabungan,Bali,2020-11-09
2073,22,Perempuan,12344860,Deposito,Bandung,2022-10-17
2074,21,Perempuan,27782972,Deposito,Bandung,2022-01-09
2075,51,Laki-laki,14647998,Tabungan,Bali,2020-09-03
2076,36,Laki-laki,7128490,Deposito,Yogyakarta,2022-09-27
2077,28,Laki-laki,4799339,Deposito,Yogyakarta,2022-08-13
2078,43,Laki-laki,22598936,Deposito,Surabaya,2021-11-22
2079,25,Perempuan,18178124,Deposito,Bali,2020-01-14
2080,21,Perempuan,25534307,Tabungan,Bandung,2022-02-04
2081,34,Perempuan,2401376,Tabungan,Surabaya,2021-05-16
2082,22,Perempuan,16483477,Tabungan,Surabaya,2020-03-21
2083,39,Laki-laki,27758816,Deposito,Bandung,2020-02-09
2084,48,Perempuan,16852068,Deposito,Jakarta Pusat,2020-06-15
2085,31,Perempuan,18441339,Deposito,Bali,2020-10-26
2086,50,Perempuan,1830199,Deposito,Surabaya,2022-03-12
2087,54,Perempuan,22415163,Tabungan,Bali,2021-04-03
2088,25,Perempuan,11836625,Tabungan,Bandung,2022-09-06
2089,33,Laki-laki,15777905,Deposito,Jakarta Pusat,2021-03-31
2090,38,Laki-laki,19840515,Deposito,Yogyakarta,2021-08-10
2091,25,Perempuan,18440848,Tabungan,Surabaya,2022-06-05
2092,20,Laki-laki,27265596,Tabungan,Surabaya,2021-01-09
2093,60,Laki-laki,26608766,Deposito,Jakarta Pusat,2022-09-18
2094,69,Laki-laki,2046269,Tabungan,Jakarta Pusat,2022-04-25
2095,40,Perempuan,12137944,Tabungan,Surabaya,2021-02-19
2096,58,Perempuan,3660122,Tabungan,Surabaya,2021-08-15
2097,60,Perempuan,16293468,Deposito,Bandung,2021-03-31
2098,24,Perempuan,20192969,Deposito,Yogyakarta,2020-04-27
2099,31,Laki-laki,14207845,Tabungan,Jakarta Pusat,2021-11-04
2100,64,Laki-laki,24668040,Deposito,Bali,2021-06-21
2101,31,Perempuan,1495093,Deposito,Yogyakarta,2020-04-13
2102,43,Laki-laki,18483976,Deposito,Jakarta Pusat,2020-07-09
2103,41,Laki-laki,13240063,Tabungan,Jakarta Pusat,2020-12-01
2104,57,Laki-laki,28914993,Tabungan,Surabaya,2021-02-12
2105,36,Laki-laki,1368142,Deposito,Jakarta Pusat,2020-06-05
2106,45,Perempuan,21543892,Deposito,Yogyakarta,2020-06-19
2107,36,Laki-laki,22049952,Deposito,Bandung,2022-09-18
2108,50,Perempuan,15994997,Tabungan,Jakarta Pusat,2021-02-03
2109,37,Perempuan,9862066,Deposito,Surabaya,2022-04-28
2110,60,Laki-laki,22834234,Tabungan,Bandung,2022-06-09
2111,58,Perempuan,23150279,Tabungan,Jakarta Pusat,2020-01-21
2112,66,Laki-laki,1086372,Deposito,Surabaya,2020-10-26
2113,56,Laki-laki,25530366,Deposito,Yogyakarta,2022-06-07
2114,52,Perempuan,29874675,Deposito,Bandung,2021-03-23
2115,68,Laki-laki,6217653,Tabungan,Surabaya,2020-05-26
2116,55,Perempuan,8849405,Tabungan,Yogyakarta,2021-09-24
2117,36,Laki-laki,27211671,Deposito,Bali,2020-06-13
2118,68,Laki-laki,13525683,Tabungan,Bali,2020-02-23
2119,43,Laki-laki,18647163,Deposito,Bandung,2021-10-24
2120,24,Perempuan,24517007,Deposito,Jakarta Pusat,2021-12-08
2121,68,Perempuan,15389183,Deposito,Yogyakarta,2022-07-30
2122,28,Perempuan,10838516,Tabungan,Bali,2021-10-10
2123,42,Perempuan,22552620,Deposito,Bandung,2021-05-19
2124,21,Perempuan,6260836,Deposito,Bandung,2022-09-12
2125,63,Laki-laki,12725003,Tabungan,Bali,2021-05-31
2126,21,Laki-laki,14622013,Deposito,Yogyakarta,2020-06-11
2127,20,Laki-laki,8909935,Deposito,Yogyakarta,2022-06-10
2128,35,Laki-laki,11555729,Deposito,Surabaya,2020-09-15
2129,23,Perempuan,1605565,Deposito,Bali,2022-01-29
2130,63,Perempuan,18874353,Tabungan,Bandung,2020-05-23
2131,29,Perempuan,27851297,Tabungan,Surabaya,2021-07-17
2132,33,Perempuan,24127872,Tabungan,Surabaya,2021-01-05
2133,57,Laki-laki,11398916,Deposito,Bandung,2021-03-03
2134,40,Perempuan,2249782,Deposito,Jakarta Pusat,2021-02-13
2135,57,Perempuan,4707709,Deposito,Bali,2020-04-23
2136,51,Perempuan,12236230,Deposito,Surabaya,2020-05-31
2137,67,Perempuan,9470560,Tabungan,Bali,2021-06-16
2138,41,Perempuan,5790851,Tabungan,Bandung,2020-11-26
2139,21,Laki-laki,29543265,Deposito,Jakarta Pusat,2021-12-06
2140,65,Laki-laki,9935814,Deposito,Yogyakarta,2022-11-22
2141,40,Perempuan,3058520,Tabungan,Surabaya,2022-12-04
2142,54,Laki-laki,21821285,Tabungan,Surabaya,2020-01-13
2143,50,Laki-laki,16720175,Deposito,Jakarta Pusat,2020-12-26
2144,35,Laki-laki,2699311,Tabungan,Jakarta Pusat,2022-07-03
2145,35,Perempuan,26754245,Tabungan,Surabaya,2021-02-28
2146,37,Perempuan,8993440,Tabungan,Surabaya,2022-05-16
2147,37,Perempuan,17509329,Deposito,Bandung,2022-08-04
2148,31,Perempuan,15764403,Deposito,Yogyakarta,2022-10-23
2149,21,Laki-laki,13844763,Tabungan,Jakarta Pusat,2022-06-14
2150,58,Laki-laki,25655006,Deposito,Bali,2022-01-22
2151,59,Perempuan,6837850,Deposito,Yogyakarta,2020-11-03
2152,24,Laki-laki,12101471,Deposito,Jakarta Pusat,2020-07-03
2153,67,Laki-laki,26442826,Tabungan,Jakarta Pusat,2021-03-04
2154,53,Laki-laki,8479580,Tabungan,Surabaya,2021-09-23
2155,54,Laki-laki,16907885,Deposito,Jakarta Pusat,2021-07-11
2156,27,Perempuan,18194189,Deposito,Yogyakarta,2020-03-21
2157,45,Laki-laki,1613139,Deposito,Bandung,2020-06-14
2158,45,Perempuan,9415397,Tabungan,Jakarta Pusat,2020-11-19
2159,44,Perempuan,14435051,Deposito,Surabaya,2021-08-29
2160,66,Laki-laki,13915039,Tabungan,Bandung,2022-06-23
2161,27,Perempuan,16652342,Tabungan,Jakarta Pusat,2020-02-22
2162,37,Laki-laki,23740403,Deposito,Surabaya,2021-04-22
2163,58,Laki-laki,14040467,Deposito,Yogyakarta,2022-06-28
2164,66,Perempuan,12896581,Deposito,Bandung,2020-05-16
2165,62,Laki-laki,14600825,Tabungan,Surabaya,2022-03-13
2166,56,Perempuan,24591390,Tabungan,Yogyakarta,2020-02-19
2167,45,Laki-laki,6920240,Deposito,Bali,2020-06-01
2168,41,Laki-laki,10826440,Tabungan,Bali,2021-11-30
2169,31,Laki-laki,10768719,Deposito,Bandung,2021-05-23
2170,36,Perempuan,1461262,Deposito,Jakarta Pusat,2022-08-29
2171,64,Perempuan,24902187,Deposito,Yogyakarta,2022-01-01
2172,62,Perempuan,23259393,Tabungan,Bali,2020-12-15
2173,60,Perempuan,11290738,Deposito,Bandung,2022-07-09
2174,21,Perempuan,22424618,Deposito,Bandung,2020-08-07
2175,68,Laki-laki,23034336,Tabungan,Bali,2021-05-28
2176,51,Laki-laki,17139430,Deposito,Yogyakarta,2021-04-04
2177,39,Laki-laki,17770993,Deposito,Yogyakarta,2020-07-17
2178,49,Laki-laki,25241540,Deposito,Surabaya,2022-10-23
2179,50,Perempuan,16873573,Deposito,Bali,2022-09-28
2180,24,Perempuan,25713302,Tabungan,Bandung,2021-09-18
2181,63,Perempuan,10016575,Tabungan,Surabaya,2022-09-07
2182,28,Perempuan,24118454,Tabungan,Surabaya,2021-10-16
2183,42,Laki-laki,21338883,Deposito,Bandung,2022-04-09
2184,62,Perempuan,5114490,Deposito,Jakarta Pusat,2021-08-15
2185,32,Perempuan,21076671,Deposito,Bali,2021-11-14
2186,47,Perempuan,13651541,Deposito,Surabaya,2022-09-01
2187,47,Perempuan,21956821,Tabungan,Bali,2021-05-15
2188,32,Perempuan,3096349,Tabungan,Bandung,2020-10-03
2189,59,Laki-laki,9200300,Deposito,Jakarta Pusat,2021-04-11
2190,48,Laki-laki,10939160,Deposito,Yogyakarta,2022-05-12
2191,69,Perempuan,15974549,Tabungan,Surabaya,2020-08-09
2192,20,Laki-laki,16713771,Tabungan,Surabaya,2021-05-17
2193,62,Laki-laki,6190816,Deposito,Jakarta Pusat,2021-02-27
2194,37,Laki-laki,7484283,Tabungan,Jakarta Pusat,2021-09-29
2195,47,Perempuan,16454480,Tabungan,Surabaya,2021-05-04
2196,54,Perempuan,29420434,Tabungan,Surabaya,2021-10-20
2197,44,Perempuan,27258510,Deposito,Bandung,2022-11-11
2198,31,Perempuan,7268056,Deposito,Yogyakarta,2022-08-28
2199,68,Laki-laki,17111845,Tabungan,Jakarta Pusat,2020-06-09
2200,66,Laki-laki,9694498,Deposito,Bali,2022-01-03
2201,31,Perempuan,20983673,Deposito,Yogyakarta,2020-09-22
2202,23,Laki-laki,23428166,Deposito,Jakarta Pusat,2020-12-15
2203,51,Laki-laki,29096880,Tabungan,Jakarta Pusat,2022-02-11
2204,68,Laki-laki,19176991,Tabungan,Surabaya,2021-01-27
2205,41,Laki-laki,25574025,Deposito,Jakarta Pusat,2021-09-03
